Date,Open,High,Low,Close,Volume,Adj Close
2015-10-20,111.34,114.17,110.82,113.77,48967763,105.5937
2015-10-21,114.0,115.58,113.7,113.76,42326974,105.5844
2015-10-22,114.33,115.5,114.1,115.5,41654089,107.1994
2015-10-23,116.7,119.228,116.33,119.08,59366914,110.5221
2015-10-26,118.08,118.13,114.92,115.28,66333781,106.9952
2015-10-27,115.4,116.54,113.99,114.55,69884400,106.3177
2015-10-28,116.93,119.3,116.06,119.27,85551352,110.6984
2015-10-29,118.7,120.69,118.27,120.53,51227334,111.8679
2015-10-30,120.99,121.22,119.45,119.5,49365254,110.9119
2015-11-02,119.87,121.36,119.61,121.18,32203267,112.4712
2015-11-03,120.79,123.49,120.7,122.57,45518976,113.7613
2015-11-04,123.13,123.82,121.62,122.0,44886050,113.2322
2015-11-05,121.85,122.69,120.18,120.92,39552680,112.7125
2015-11-06,121.11,121.81,120.62,121.06,33042283,112.843
2015-11-09,120.96,121.81,120.05,120.57,33871405,112.3862
2015-11-10,116.9,118.07,116.061,116.77,59127931,108.8442
2015-11-11,116.37,117.42,115.21,116.11,45217971,108.229
2015-11-12,116.26,116.82,115.65,115.72,32525579,107.8654
2015-11-13,115.2,115.57,112.27,112.34,45812403,104.7149
2015-11-16,111.38,114.24,111.0,114.175,38106701,106.4253
2015-11-17,114.92,115.05,113.32,113.69,27583101,105.9732
2015-11-18,115.76,117.49,115.5,117.29,46674697,109.3289
2015-11-19,117.64,119.75,116.76,118.78,43295820,110.7177
2015-11-20,119.2,119.92,118.85,119.3,34287096,111.2024
2015-11-23,119.27,119.73,117.34,117.75,32482528,109.7577
2015-11-24,117.33,119.35,117.12,118.88,42803172,110.811
2015-11-25,119.21,119.23,117.92,118.03,21388308,110.0186
2015-11-27,118.29,118.41,117.6,117.81,13046445,109.8136
2015-11-30,117.99,119.41,117.75,118.3,39180322,110.2703
2015-12-01,118.75,118.81,116.86,117.34,34852374,109.3755
2015-12-02,117.05,118.11,116.08,116.28,33386563,108.3874
2015-12-03,116.55,116.79,114.22,115.2,41569509,107.3807
2015-12-04,115.29,119.25,115.11,119.03,57776977,110.9508
2015-12-07,118.98,119.86,117.81,118.28,32084249,110.2517
2015-12-08,117.52,118.6,116.86,118.23,34309450,110.2051
2015-12-09,117.64,117.69,115.08,115.62,46361357,107.7722
2015-12-10,116.04,116.94,115.51,116.17,29212727,108.2849
2015-12-11,115.19,115.39,112.851,113.18,46886161,105.4978
